,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
8210,메종드숲,일반음식점,경양식,제주특별자치도 제주시 애월읍 어음리 3004-5,"제주특별자치도 제주시 애월읍 어음서1길 14, 주2동 1층",33.4019288,126.3349823
8211,별미돈,일반음식점,한식,제주특별자치도 제주시 아라일동 6125-8,"제주특별자치도 제주시 인다13길 59, 1층 (아라일동)",33.4726771,126.5519898
8212,푸른초장,일반음식점,한식,제주특별자치도 제주시 애월읍 소길리 155-18 새마을금고 제주연수원,"제주특별자치도 제주시 애월읍 평화로 2175, 새마을금고 제주연수원",33.4137581,126.3939367
8213,기회횟집,일반음식점,횟집,제주특별자치도 제주시 건입동 1421-1 성산빌딩,"제주특별자치도 제주시 중앙로 23, 성산빌딩 성신빌딩동 1층 102~103호 (건입동)",33.5161202,126.5249473
8214,인생극장제주삼화점,일반음식점,식육(숯불구이),제주특별자치도 제주시 화북일동 1004-2,"제주특별자치도 제주시 화삼북로 38, 1층 (화북일동)",33.5170892,126.5769073
8215,까페빌레,일반음식점,기타,제주특별자치도 제주시 애월읍 광령리 2578,"제주특별자치도 제주시 애월읍 평화로 2727, 제1호동",33.4479423,126.4359843
8216,제주의계절,일반음식점,분식,제주특별자치도 제주시 구좌읍 종달리 825-2,제주특별자치도 제주시 구좌읍 종달로5길 34,33.4931530,126.8995378
8217,한라바이오팜,일반음식점,분식,제주특별자치도 제주시 노형동 940-7 송우수자인아파트,"제주특별자치도 제주시 원노형로 35, 1층 102호 (노형동, 송우수자인아파트)",33.4855804,126.4851326
8218,비스트로피자구제주점,일반음식점,기타,제주특별자치도 제주시 이도이동 1072-1 윤슬채다세대주택,"제주특별자치도 제주시 오복6길 15, 1층 (이도이동, 윤슬채다세대주택)",33.4959332,126.5379066
8219,허가네김치찜,일반음식점,한식,제주특별자치도 제주시 이도일동 1774-11,"제주특별자치도 제주시 중앙로 202, 1층 (이도일동)",33.5011382,126.5284113
8220,모모토세,일반음식점,경양식,제주특별자치도 제주시 삼양일동 1577-14,"제주특별자치도 제주시 선사로8길 83, 1층 (삼양일동)",33.5295689,126.5928051
8221,삼합소,일반음식점,일식,제주특별자치도 제주시 이도이동 1188-20,"제주특별자치도 제주시 서광로32길 40-1, 1층 (이도이동)",33.4972883,126.5297617
8222,밋더피쉬,일반음식점,한식,제주특별자치도 제주시 한림읍 협재리 1700,"제주특별자치도 제주시 한림읍 협재1길 19-5, 2동 1층",33.3973812,126.2427770
8223,잇마이피자제대점,일반음식점,기타,제주특별자치도 제주시 아라일동 368-15,"제주특별자치도 제주시 산천단동3길 31, 1층 3호 (아라일동)",33.4504996,126.5582939
8224,상객해물포차,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 이도이동 1957-5,"제주특별자치도 제주시 신설로11길 43, 1층 (이도이동)",33.4936890,126.5470222
8225,삼화주구,일반음식점,한식,제주특별자치도 제주시 도련일동 1917-4,"제주특별자치도 제주시 건주로3길 11, 1층 (도련일동)",33.5161308,126.5814003
8226,반올림피자한림점,일반음식점,기타,제주특별자치도 제주시 한림읍 옹포리 219-1,"제주특별자치도 제주시 한림읍 한림로 530, 1층",33.4050976,126.2553397
8227,그리너제주이도점,일반음식점,기타,제주특별자치도 제주시 아라이동 3001-9,"제주특별자치도 제주시 승천로 71, 1층 (아라이동)",33.4925954,126.5428095
8228,풍경,일반음식점,한식,제주특별자치도 제주시 이도일동 1349-28 동성빌딩,"제주특별자치도 제주시 오현길 82, 동성빌딩 1층 (이도일동)",33.5120388,126.5254059
8229,경양카츠제주점,일반음식점,경양식,제주특별자치도 제주시 이도이동 1987-2,"제주특별자치도 제주시 남광로2길 22, 1층 102호 (이도이동)",33.4906912,126.5382191
8230,도도름한우와흑돈,일반음식점,한식,제주특별자치도 제주시 연동 272-2,"제주특별자치도 제주시 삼무로 36, 2~3층 (연동)",33.4896796,126.4904788
8231,광부맥주,일반음식점,기타,제주특별자치도 제주시 이도이동 2003-1,"제주특별자치도 제주시 구남동2길 23, 1층 (이도이동)",33.4893291,126.5355978
8232,베트남전통쌀국수,일반음식점,분식,제주특별자치도 제주시 삼도일동 517-14,"제주특별자치도 제주시 평전1길 16, 1층 (삼도일동)",33.5006503,126.5176351
8233,그런날엔,일반음식점,경양식,제주특별자치도 제주시 아라일동 6134-3,"제주특별자치도 제주시 인다10길 28, 1층 (아라일동)",33.4742853,126.5486330
8234,마노,일반음식점,경양식,제주특별자치도 제주시 한림읍 월령리 379,"제주특별자치도 제주시 한림읍 월령1길 24, 1~2층",33.3758605,126.2144500
8235,아카이브,일반음식점,경양식,제주특별자치도 제주시 조천읍 와산리 67-4,"제주특별자치도 제주시 조천읍 와선로 204, 1층",33.4821712,126.6957257
8236,제주올레푸드,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀1리 188-7,제주특별자치도 제주시 애월읍 하귀11길 3-15,33.4858751,126.4132033
8237,무화과한입,일반음식점,기타,제주특별자치도 제주시 일도일동 1264,"제주특별자치도 제주시 서부두남길 9-1, 1층 (일도일동)",33.5150826,126.5273920
8238,피자베이제주첨단점,일반음식점,기타,제주특별자치도 제주시 월평동 717 JDC 제주첨단 리슈빌,"제주특별자치도 제주시 첨단로동길 24, 105호 (월평동, JDC 제주첨단 리슈빌)",33.4577807,126.5739914
8239,엔폴리우드,일반음식점,경양식,제주특별자치도 제주시 조천읍 함덕리 1020-2,"제주특별자치도 제주시 조천읍 신북로 491-9, 1층",33.5438202,126.6631093
8240,김녕제주흑돼지정육식당,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕리 2537,"제주특별자치도 제주시 구좌읍 김녕로4길 28, 1층",33.5527431,126.7441518
8241,인수네정육식당,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕리 1633,"제주특별자치도 제주시 구좌읍 김녕로 103, 1층",33.5544147,126.7491346
8242,고기장,일반음식점,한식,제주특별자치도 제주시 용담삼동 2400-7,"제주특별자치도 제주시 서해안로 446-1, 1층 (용담삼동)",33.5174944,126.4875085
8243,가시어멍김밥,일반음식점,한식,제주특별자치도 제주시 노형동 1054-5,"제주특별자치도 제주시 월랑로 36, 1층 (노형동)",33.4888603,126.4763799
8244,제주의온도포레스트,일반음식점,기타,제주특별자치도 제주시 애월읍 유수암리 965,"제주특별자치도 제주시 애월읍 유수암평화길 162, 1층",33.4297884,126.4088136
8245,정실금수강산,일반음식점,한식,제주특별자치도 제주시 오라이동 766-14,"제주특별자치도 제주시 아연로 124-23, 1층 (오라이동)",33.4719581,126.5060769
8246,전설의짬뽕동문로점,일반음식점,중국식,제주특별자치도 제주시 건입동 1045-15,"제주특별자치도 제주시 동문로 103, 1층 (건입동)",33.5141942,126.5375739
8247,북촌손만두외도점,일반음식점,냉면집,제주특별자치도 제주시 외도일동 418-10,"제주특별자치도 제주시 우정로 4, 1층 (외도일동)",33.4924555,126.4306725
8248,나는강정같은치킨입니다이도점,일반음식점,호프/통닭,제주특별자치도 제주시 이도이동 1955-1,"제주특별자치도 제주시 신설로9길 48, 102호 (이도이동)",33.4943835,126.5478386
8249,에이치푸드,일반음식점,횟집,제주특별자치도 제주시 이도이동 1955-1,"제주특별자치도 제주시 신설로9길 48, 102호 (이도이동)",33.4943835,126.5478386
8250,딜리버리패밀리,일반음식점,한식,제주특별자치도 제주시 도남동 910-21,"제주특별자치도 제주시 도남로 38, 1층 (도남동)",33.4968780,126.5261627
8251,넥스트도어,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 950-1,"제주특별자치도 제주시 한림읍 한림상로 137, 2~3층",33.4114751,126.2665605
8252,프랭크버거인제점,일반음식점,기타,제주특별자치도 제주시 일도이동 365-2 제주은행동광로지점,"제주특별자치도 제주시 동광로 108, 제주은행동광로지점 1층 105호 (일도이동)",33.5059450,126.5389832
8253,프롬더아일랜드,일반음식점,기타,제주특별자치도 제주시 한경면 고산리 3615,"제주특별자치도 제주시 한경면 노을해안로 1142, 3층",33.3078713,126.1645092
8254,야미,일반음식점,중국식,제주특별자치도 제주시 연동 276-9 신제주오피스텔,"제주특별자치도 제주시 신광로 103, 신제주오피스텔 106호 (연동)",33.4828499,126.4901130
8255,군산식당,일반음식점,한식,제주특별자치도 제주시 삼도일동 538-4,"제주특별자치도 제주시 서사로 105, 1층 (삼도일동)",33.5030148,126.5200969
8256,오롯커피,일반음식점,기타,제주특별자치도 제주시 오라일동 983-3,"제주특별자치도 제주시 오남로6길 31-11, 1층 (오라일동)",33.4907652,126.5184898
8257,베늘,일반음식점,기타,제주특별자치도 제주시 우도면 연평리 1687,제주특별자치도 제주시 우도면 우도로 8-22,33.4940372,126.9537436
8258,강릉수제버거,일반음식점,한식,제주특별자치도 제주시 용담삼동 1003-9,"제주특별자치도 제주시 서해안로 638, 지1층 (용담삼동)",33.5165235,126.5051253
8259,달소금식탁,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀1리 1604-1,"제주특별자치도 제주시 애월읍 일주서로 7087-12, 1층",33.4847677,126.4062763
8260,피자픽노형점,일반음식점,기타,제주특별자치도 제주시 노형동 1070-11,"제주특별자치도 제주시 다랑곶6길 29, 1층 (노형동)",33.4895882,126.4801998
8261,참나무장작구이김서방외도점,일반음식점,호프/통닭,제주특별자치도 제주시 외도일동 626-2,"제주특별자치도 제주시 우령서로 75, 1층 (외도일동)",33.4855463,126.4270173
8262,동고량,일반음식점,한식,제주특별자치도 제주시 일도이동 162-30,"제주특별자치도 제주시 삼성로 114, 1층 (일도이동)",33.5104139,126.5365759
8263,우도횟집,일반음식점,한식,제주특별자치도 제주시 일도일동 1134,"제주특별자치도 제주시 동문로6길 5-2, 1층 (일도일동)",33.5123541,126.5289442
8264,용기,일반음식점,한식,제주특별자치도 제주시 삼도이동 1260-5,"제주특별자치도 제주시 탑동로2길 7, 1층 (삼도이동)",33.5179873,126.5233594
8265,사브로소인제주,일반음식점,한식,제주특별자치도 제주시 애월읍 봉성리 3515-1,"제주특별자치도 제주시 애월읍 곽봉로 247, 1층",33.4266830,126.3132079
8266,관덕정들깨칼국수,일반음식점,한식,제주특별자치도 제주시 삼도이동 997,"제주특별자치도 제주시 관덕로 11-1, 1층 (삼도이동)",33.5132592,126.5206144
8267,개울,일반음식점,기타,제주특별자치도 제주시 아라이동 925,"제주특별자치도 제주시 금천길 13-10, 1층 (아라이동)",33.4794120,126.5518469
8268,한라대점교촌치킨,일반음식점,호프/통닭,제주특별자치도 제주시 노형동 716,"제주특별자치도 제주시 한라대학로 114, 제1동 지1층 (노형동)",33.4760275,126.4827783
8269,탐나제과,일반음식점,기타,제주특별자치도 제주시 이도이동 1986-4,"제주특별자치도 제주시 중앙로 377, 1층 (이도이동)",33.4887520,126.5397694
8270,옛날아우내순대한림점,일반음식점,한식,제주특별자치도 제주시 한림읍 한림리 937-4,"제주특별자치도 제주시 한림읍 한림상로 109, 1층",33.4099357,126.2646549
8271,돈와랑,일반음식점,기타,제주특별자치도 제주시 한경면 저지리 3002,"제주특별자치도 제주시 한경면 녹차분재로 509, 1층",33.3176185,126.2694294
8272,모이라,일반음식점,기타,제주특별자치도 제주시 연동 274-22,"제주특별자치도 제주시 연동8길 7, 1층 (연동)",33.4851323,126.4908051
8273,바다애,일반음식점,기타,제주특별자치도 제주시 한림읍 협재리 2526-3,"제주특별자치도 제주시 한림읍 협재2길 20, 1~2층",33.3925891,126.2416477
8274,소못,일반음식점,식육(숯불구이),제주특별자치도 제주시 연동 253-14,"제주특별자치도 제주시 연동4길 12-2, 1층 (연동)",33.4849872,126.4873933
8275,다코네,일반음식점,기타,제주특별자치도 제주시 구좌읍 평대리 1753-1,"제주특별자치도 제주시 구좌읍 평대4길 20-1, 제2동 1~2층",33.5291834,126.8367786
8276,키친초이,일반음식점,한식,제주특별자치도 제주시 일도이동 361-1,"제주특별자치도 제주시 동광로15길 3, 2층 (일도이동)",33.5058567,126.5376248
8277,권가칼국수,일반음식점,한식,제주특별자치도 제주시 화북일동 1004-2,"제주특별자치도 제주시 화삼북로 38, 1층 (화북일동)",33.5170892,126.5769073
8278,바다를바라보면,일반음식점,한식,제주특별자치도 제주시 구좌읍 월정리 421-1,"제주특별자치도 제주시 구좌읍 월정1길 47-1, 1층",33.5558991,126.7923441
8279,올레집,일반음식점,한식,제주특별자치도 제주시 한경면 저지리 1848,"제주특별자치도 제주시 한경면 중산간서로 3681, 1층",33.3331730,126.2561756
8280,노형엔횟집,일반음식점,일식,제주특별자치도 제주시 노형동 1069-9 명신빌라,"제주특별자치도 제주시 다랑곶4길 30, 1층 101호 (노형동, 명신빌라)",33.4891452,126.4794004
8281,하귀스크린포차,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀1리 195-14,"제주특별자치도 제주시 애월읍 하귀11길 21-1, 1층",33.4840978,126.4135390
8282,소소밀,일반음식점,경양식,제주특별자치도 제주시 오등동 769-7,"제주특별자치도 제주시 한북로 139, 1층 (오등동)",33.4636282,126.5309371
8283,프레드피자제주점,일반음식점,기타,제주특별자치도 제주시 이도이동 1027-1,제주특별자치도 제주시 중앙로 320 (이도이동),33.4924297,126.5353609
8284,백스비어제주노형점,일반음식점,호프/통닭,제주특별자치도 제주시 노형동 923-3,"제주특별자치도 제주시 원노형남1길 16, 1층 (노형동)",33.4838471,126.4821208
8285,우도한끼,일반음식점,일식,제주특별자치도 제주시 우도면 연평리 1290-2,"제주특별자치도 제주시 우도면 우도해안길 816, 1층",33.5131314,126.9577602
