,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
18925,서울촌놈인제주,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",33.4706602,126.4879244
18926,몽돌보롬,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지내 (연동)",33.4706602,126.4879244
18927,서프사이드그릴,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",33.4706602,126.4879244
18928,제주이씨,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",33.4706602,126.4879244
18929,와이키키제주,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",33.4706602,126.4879244
18930,공육사,휴게음식점,푸드트럭,제주특별자치도 제주시 연동 1320,"제주특별자치도 제주시 은수길 69, 수목원 테마파크 관광지 내 (연동)",33.4706602,126.4879244
18931,더로맨틱내생에가장아름다운날들,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 교래리 476,"제주특별자치도 제주시 조천읍 교래1길 26, 1층",33.4380484,126.6746229
18932,씨유제주사리탑교차로점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 조천리 3356,"제주특별자치도 제주시 조천읍 조천우회로 223, 1층",33.5278400,126.6330179
18933,지에스25제주대동점,휴게음식점,편의점,제주특별자치도 제주시 이호이동 114-3,"제주특별자치도 제주시 대동길 2, 1층 (이호이동)",33.4942564,126.4632283
18934,용꽈배기삼양점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 삼양이동 2118-14,"제주특별자치도 제주시 설촌로6길 23, 1층 (삼양이동)",33.5230251,126.5839126
18935,씨유제주다들점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 2332-2,"제주특별자치도 제주시 도령로15길 8, 1층 (연동)",33.4931922,126.4898214
18936,섬돌레기,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 삼도이동 187-1번지,"제주특별자치도 제주시 관덕로8길 35, 1층 (삼도이동)",33.5101300,126.5234812
18937,시월의리브라,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 일도이동 550-27번지,"제주특별자치도 제주시 고마로 10, 1층 (일도이동)",33.5133077,126.5381709
18938,7번가피자제주한림점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 동명리 1601-11,"제주특별자치도 제주시 한림읍 동명북1길 11, 1층",33.4086685,126.2643309
18939,슬랩,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 협재리 1740-2번지,"제주특별자치도 제주시 한림읍 한림로 354, 2층",33.3948645,126.2416695
18940,토끼썸,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 하도리 1번지,"제주특별자치도 제주시 구좌읍 해맞이해안로 1860, 1층",33.5219518,126.8986300
18941,낭만제주,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 조수리 2355-1번지,"제주특별자치도 제주시 한경면 낙원로 87, 2동 1층",33.3279968,126.2194760
18942,꼬신김밥신제주점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 314-52 연동 위더스빌,"제주특별자치도 제주시 선덕로 22, 1층 103호 (연동, 연동 위더스빌)",33.4854280,126.4990024
18943,차한모금,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 평대리 2031-2번지,"제주특별자치도 제주시 구좌읍 해맞이해안로 1108, 1동 1층",33.5377330,126.8371787
18944,씨유제주건입만덕점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 건입동 1107-9번지,"제주특별자치도 제주시 만덕로 27, 1층 (건입동)",33.5140896,126.5321950
18945,산토리니아바커피,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 신엄리 2715,"제주특별자치도 제주시 애월읍 애월해안로 564-1, 7동 1층",33.4779431,126.3638691
18946,미크라트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 한림리 456-3,"제주특별자치도 제주시 한림읍 명랑남동길 32, 1층",33.4169677,126.2729875
18947,보나뻬띠,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 외도일동 2260-3,"제주특별자치도 제주시 계명5길 27, 1층 (외도일동)",33.4856321,126.4228549
18948,주식회사산노루,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 조수리 2098-4,"제주특별자치도 제주시 한경면 낙원로 32, 1층",33.3300387,126.2133024
18949,한라드블랑,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 6054-5번지,"제주특별자치도 제주시 아란1길 57-8, 1층 (아라일동)",33.4725724,126.5405203
18950,붕어빵호두과자,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 도남동 52,"제주특별자치도 제주시 도남로 56, 1층 (도남동)",33.4953027,126.5272122
18951,씨유제주한북로점,휴게음식점,편의점,제주특별자치도 제주시 오등동 459-1번지,"제주특별자치도 제주시 한북로 165, 1층 (오등동)",33.4630011,126.5336514
18952,삼정상회,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 신엄리 755-7번지,"제주특별자치도 제주시 애월읍 일주서로 6756, 1층",33.4732551,126.3735561
18953,청춘쌀핫도그제주여고점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 2379-5,"제주특별자치도 제주시 구산로 45, 1층 (아라일동)",33.4842896,126.5397585
18954,제주흑돈만두애월점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 애월리 1585-4,"제주특별자치도 제주시 애월읍 애월로 120, 1층",33.4643821,126.3199833
18955,지에스25노형중앙점,휴게음식점,편의점,제주특별자치도 제주시 노형동 1277-5번지,"제주특별자치도 제주시 다랑곶길 19, 1층 (노형동)",33.4880024,126.4800257
18956,세븐일레븐제주월정해안로점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 행원리 1537-3번지,"제주특별자치도 제주시 구좌읍 행원로1길 33, 103호",33.5548180,126.7996728
18957,씨유제주협재점,휴게음식점,편의점,제주특별자치도 제주시 한림읍 협재리 1619,"제주특별자치도 제주시 한림읍 한림로 387-1, 1층",33.3971044,126.2440042
18958,스타벅스 제주서해안로DT점,휴게음식점,커피숍,제주특별자치도 제주시 용담삼동 1020-1,"제주특별자치도 제주시 서해안로 624, 1,2층 (용담삼동)",33.5166840,126.5035642
18959,여누,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 교래리 산 61-1,"제주특별자치도 제주시 조천읍 남조로 1842, 1~2층",33.4322076,126.6736738
18960,솔라니빙떡,휴게음식점,떡카페,제주특별자치도 제주시 연동 1954-2 영진그린빌라,"제주특별자치도 제주시 남녕로 36, 1층 101호 (연동, 영진그린빌라)",33.4909068,126.4808581
18961,이디야커피시청고산동산점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1011-2 위드빌,"제주특별자치도 제주시 중앙로 264, 1층 101호 (이도이동, 위드빌)",33.4963808,126.5317451
18962,세븐일레븐제주일도센터점,휴게음식점,편의점,제주특별자치도 제주시 일도이동 321-26,"제주특별자치도 제주시 고마로 37-1, 1층 (일도이동)",33.5107653,126.5390749
18963,제주서부휴게소점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 해안동 2137-1 제주매직월드,"제주특별자치도 제주시 노형로 89, 제주매직월드 C동 1층 (해안동)",33.4649797,126.4552065
18964,은혜빙떡,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 대림리 1698-4 한림민속오일장,"제주특별자치도 제주시 한림읍 한수풀로4길 10, 한림민속오일장 1층",33.4198314,126.2745058
18965,씨유제주도남점,휴게음식점,편의점,제주특별자치도 제주시 도남동 80,"제주특별자치도 제주시 연삼로 366, 1층 100호 (도남동)",33.4929511,126.5314468
18966,빛나는여름,휴게음식점,커피숍,제주특별자치도 제주시 한경면 두모리 1524-1,"제주특별자치도 제주시 한경면 한원북길 24, 1층",33.3363149,126.1947801
18967,세븐일레븐동문시장점,휴게음식점,편의점,제주특별자치도 제주시 일도일동 1481-4,제주특별자치도 제주시 동문로4길 24 (일도일동),33.5120467,126.5267502
18968,씨유제주수선화점,휴게음식점,편의점,제주특별자치도 제주시 도남동 73-2,"제주특별자치도 제주시 독짓골2길 9, 1층 (도남동)",33.4913471,126.5295717
18969,훕,휴게음식점,커피숍,제주특별자치도 제주시 삼도일동 529-9,"제주특별자치도 제주시 전농로 54-1, 1층 (삼도일동)",33.5043045,126.5189752
18970,송당의아침,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 송당리 1373-1,제주특별자치도 제주시 구좌읍 중산간동로 2254,33.4716201,126.7834633
18971,누비다스토어,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 유수암리 1529,"제주특별자치도 제주시 애월읍 유수암로 209, 1층 1호",33.4265348,126.4032040
18972,진사휴게소,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 452-3,"제주특별자치도 제주시 우도면 영일진사길 78-7, 1층",33.5020390,126.9597251
18973,더카페,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 조천리 686-1,"제주특별자치도 제주시 조천읍 조천18길 50-7, 1층",33.5372259,126.6457218
18974,씨유제주이도성지점,휴게음식점,편의점,제주특별자치도 제주시 이도일동 1527-9,"제주특별자치도 제주시 중앙로19길 15, 1층 (이도일동)",33.5091462,126.5253052
18975,씨유제주신광점,휴게음식점,편의점,제주특별자치도 제주시 연동 2318-15,"제주특별자치도 제주시 성신로 20, 1층 (연동)",33.4916679,126.4853937
18976,옹고집,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 고내리 473,"제주특별자치도 제주시 애월읍 애월해안로 274, 1동 1층 제3호",33.4687571,126.3401737
18977,보스턴스터디카페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 309-3,"제주특별자치도 제주시 비월길 22, 1층 101호 (연동)",33.4837581,126.4969808
18978,카페까사벨라,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 452-11,"제주특별자치도 제주시 제주대학로 29, 1층 (아라일동)",33.4580697,126.5535550
18979,씨유제주서부휴게소점,휴게음식점,편의점,제주특별자치도 제주시 해안동 2137-1 제주매직월드,"제주특별자치도 제주시 노형로 89, 제주매직월드 C동 1층 (해안동)",33.4649797,126.4552065
18980,씨유제주명도암점,휴게음식점,편의점,제주특별자치도 제주시 봉개동 848-12,"제주특별자치도 제주시 명림로 236, 1층 (봉개동)",33.4660286,126.6109028
18981,씨유노형대화점,휴게음식점,편의점,제주특별자치도 제주시 노형동 2519-14,"제주특별자치도 제주시 노형로 349, 1층 (노형동)",33.4821254,126.4736929
18982,디코르,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2014-5,"제주특별자치도 제주시 구남동6길 15, 1층 (이도이동)",33.4881782,126.5376572
18983,과일아삭고기듬삭,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 일도이동 416-8,"제주특별자치도 제주시 고마로 115, 1층 (일도이동)",33.5043236,126.5420741
18984,젤코바정낭,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀2리 1927-3,"제주특별자치도 제주시 애월읍 하소로 1, 1층",33.4796702,126.3999746
18985,더맛있는카페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 이도이동 1965-20,"제주특별자치도 제주시 신설로 32, 1층 (이도이동)",33.4931415,126.5435921
18986,더라이온스덴제주카페라운지,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 하도리 429-13,"제주특별자치도 제주시 구좌읍 해맞이해안로 1798-1, 1층",33.5253435,126.8934832
18987,카페화가,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 명월리 307-8,"제주특별자치도 제주시 한림읍 명상로 53, 1층",33.3748503,126.2795971
18988,용수국수,휴게음식점,커피숍,제주특별자치도 제주시 한경면 용수리 4037,"제주특별자치도 제주시 한경면 한경해안로 254, 1층",33.3291443,126.1655278
18989,세븐일레븐제주롯데오토하우스,휴게음식점,편의점,제주특별자치도 제주시 용담이동 855,"제주특별자치도 제주시 용해로 92, 1층 (용담이동)",33.5089295,126.5014951
18990,세븐일레븐신대로점,휴게음식점,편의점,제주특별자치도 제주시 연동 304-28,"제주특별자치도 제주시 신대로 149, 1층 (연동)",33.4840074,126.4966763
18991,컴포즈커피제주하귀점,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀1리 116-1,"제주특별자치도 제주시 애월읍 하귀9길 1, 1층",33.4867393,126.4149693
18992,외도찜질카페,휴게음식점,커피숍,제주특별자치도 제주시 외도일동 499-12,"제주특별자치도 제주시 우령2길 6, 1층 (외도일동)",33.4887229,126.4313802
18993,루시의레모네이드카페,휴게음식점,커피숍,"제주특별자치도 제주시 구좌읍 송당리 산 168 농업전시관,카페테리아","제주특별자치도 제주시 구좌읍 송당6길 312, 농업전시관,카페테리아 2동 1층",33.4441096,126.7798929
18994,혼디허카오카,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀1리 161-7,"제주특별자치도 제주시 애월읍 하귀9길 54, 1층",33.4826387,126.4152465
18995,서서히,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 이도이동 316-20,"제주특별자치도 제주시 동광로16길 14, 1층 (이도이동)",33.5046874,126.5390909
18996,은가비카페,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 봉성리 4099,"제주특별자치도 제주시 애월읍 봉성로 34-1, 1층",33.4168003,126.3105770
18997,알엔알,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 협재리 1688-1,"제주특별자치도 제주시 한림읍 협재1길 29, 1층",33.3978621,126.2432308
18998,퀸즈블루애월점,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 애월리 2527-4,"제주특별자치도 제주시 애월읍 애월로1길 24-15, 2층",33.4635919,126.3097881
18999,할리스이도점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1025-9 더스프링,"제주특별자치도 제주시 중앙로 302, 더스프링 1층 (이도이동)",33.4937977,126.5340340
19000,호로록몽땅,휴게음식점,패스트푸드,제주특별자치도 제주시 노형동 2535-10,"제주특별자치도 제주시 노형로 363, 2층 (노형동)",33.4830850,126.4748391
19001,웨이뷰,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 옹포리 419-3,"제주특별자치도 제주시 한림읍 옹포7길 25-3, 1~2층",33.4072901,126.2526795
19002,담담히,휴게음식점,커피숍,제주특별자치도 제주시 오라이동 1224,"제주특별자치도 제주시 연삼로 200, 1층 (오라이동)",33.4924009,126.5136398
19003,청연,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6034-5,"제주특별자치도 제주시 도남로 189, 1층 104호 (아라일동)",33.4857160,126.5344816
19004,구움몽,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 협재리 1732,"제주특별자치도 제주시 한림읍 한림로 359, 1층",33.3952796,126.2419565
19005,새록,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6126-2,"제주특별자치도 제주시 인다11길 28, 1층 (아라일동)",33.4738263,126.5504918
19006,빵장수단팥빵카페기소담제주점,휴게음식점,패스트푸드,제주특별자치도 제주시 노형동 1062-10,"제주특별자치도 제주시 수덕5길 6, 1층 (노형동)",33.4870626,126.4770456
19007,세븐일레븐제주삼화센터점,휴게음식점,편의점,제주특별자치도 제주시 도련일동 1940-9,"제주특별자치도 제주시 건주로4길 10-3, 1층 (도련일동)",33.5163366,126.5795199
19008,씨유제주서부중앙점,휴게음식점,편의점,제주특별자치도 제주시 해안동 2374,"제주특별자치도 제주시 노형로 2, 1층 (해안동)",33.4606608,126.4482981
19009,도넛킹2,휴게음식점,일반조리판매,제주특별자치도 제주시 일도일동 1137,"제주특별자치도 제주시 동문로4길 1, 1~2층 (일도일동)",33.5126903,126.5287476
19010,젤마씨,휴게음식점,아이스크림,제주특별자치도 제주시 노형동 2860 제주시농협하나로유통센터,"제주특별자치도 제주시 월광로 77, 1층 (노형동)",33.4876094,126.4673831
19011,지에스25제주월산타운점,휴게음식점,편의점,제주특별자치도 제주시 도평동 100,제주특별자치도 제주시 월산북길 46 (도평동),33.4757562,126.4607995
19012,세아네수제청,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 용담이동 359-54,"제주특별자치도 제주시 용담로 92, 1층 (용담이동)",33.5119115,126.5123414
19013,과일담제주본점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 이도이동 1970-13,"제주특별자치도 제주시 남광로 56, 지하1층 (이도이동)",33.4948075,126.5413065
19014,카페소확행,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6064,"제주특별자치도 제주시 아란4길 91, 1층 (아라일동)",33.4695083,126.5418694
19015,크라우드피씨하귀점,휴게음식점,일반조리판매,제주특별자치도 제주시 애월읍 하귀1리 116-1,"제주특별자치도 제주시 애월읍 하귀9길 1, 3층",33.4867393,126.4149693
19016,노형로또마트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 2581-5,"제주특별자치도 제주시 수덕로 6, 1층 (노형동)",33.4886436,126.4752837
19017,써브웨이제주노형점,휴게음식점,패스트푸드,제주특별자치도 제주시 노형동 3779-3,"제주특별자치도 제주시 1100로 3347, 1층 (노형동)",33.4848447,126.4796326
19018,지에스25제주이도점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1064-21 장원빌딩,"제주특별자치도 제주시 오복4길 4, 1층 (이도이동)",33.4957301,126.5360690
19019,크라우드피시중앙로점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 일도일동 1355-2,"제주특별자치도 제주시 관덕로11길 8, 2층 (일도일동)",33.5138309,126.5255828
19020,세븐일레븐제주북초교점,휴게음식점,편의점,제주특별자치도 제주시 삼도이동 1179-7 그린빌,"제주특별자치도 제주시 탑동로15길 47, 1층 (삼도이동, 그린빌)",33.5163391,126.5218183
19021,세븐일레븐제주남성로점,휴게음식점,편의점,제주특별자치도 제주시 삼도일동 710-7,"제주특별자치도 제주시 남성로 119, 1층 (삼도일동)",33.5090374,126.5181513
19022,세븐일레븐제주퍼시픽호텔점,휴게음식점,편의점,제주특별자치도 제주시 삼도이동 803-1,"제주특별자치도 제주시 서사로 25, 1층 (삼도이동)",33.5102142,126.5199994
19023,씨유제주신광새길점,휴게음식점,편의점,제주특별자치도 제주시 연동 2375,"제주특별자치도 제주시 성신북길 19, 1층 (연동)",33.4924890,126.4833346
19024,구움디저트,휴게음식점,커피숍,제주특별자치도 제주시 노형동 758,"제주특별자치도 제주시 진군3길 27-27, 1층 (노형동)",33.4769305,126.4777171
19025,아트앤디자인,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 월림리 115-219,"제주특별자치도 제주시 한림읍 저지14길 36-10, B동 1층",33.3403180,126.2670643
19026,세븐일레븐우평로점,휴게음식점,편의점,제주특별자치도 제주시 노형동 3134-3,"제주특별자치도 제주시 우평로 11, 1층 (노형동)",33.4790887,126.4648189
19027,솔트스톤골드점,휴게음식점,커피숍,제주특별자치도 제주시 삼양이동 2406-1 1976석빌딩,"제주특별자치도 제주시 일주동로 331, 1976석빌딩 1층 (삼양이동)",33.5215213,126.5803103
19028,부림온천구내매점(여탕),휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 1409,"제주특별자치도 제주시 과원로 70, 지하1층 (연동)",33.4758200,126.4912356
19029,해안골프클럽카페,휴게음식점,커피숍,제주특별자치도 제주시 해안동 2050 해안골프클럽,"제주특별자치도 제주시 해안마을5길 61, 해안골프클럽 1층 (해안동)",33.4608429,126.4561761
19030,주식회사핀토르,휴게음식점,커피숍,제주특별자치도 제주시 한경면 저지리 2073-1,"제주특별자치도 제주시 한경면 저지10길 2, 2층",33.3368974,126.2582404
19031,카페편린,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 상도리 1312-1,제주특별자치도 제주시 구좌읍 상도로 490,33.4756986,126.8428188
19032,까망이,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 대림리 1698-4 한림민속오일장,"제주특별자치도 제주시 한림읍 한수풀로4길 10, 한림민속오일장",33.4198314,126.2745058
19033,주연분식,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 용담이동 599-10,"제주특별자치도 제주시 용담로 70, 1층 (용담이동)",33.5125074,126.5101834
19034,쥬디스갤러리,휴게음식점,커피숍,제주특별자치도 제주시 이호일동 1709,"제주특별자치도 제주시 현사안길 40, 가동 1층 (이호일동)",33.4964669,126.4507248
19035,세븐일레븐제주납읍점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 납읍리 2383-1,"제주특별자치도 제주시 애월읍 중산간서로 5446, 1층",33.4346945,126.3249116
19036,빈2020,휴게음식점,커피숍,제주특별자치도 제주시 한경면 용수리 4289,제주특별자치도 제주시 한경면 한경해안로 120,33.3211778,126.1673312
19037,던킨제주화북점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 화북일동 1989,"제주특별자치도 제주시 진남로6길 4, 1층 (화북일동)",33.5192302,126.5658021
19038,옐로우사이공,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 상귀리 769,"제주특별자치도 제주시 애월읍 중산간서로 6333, 2층",33.4568812,126.4078112
19039,세븐일레븐제주삼무점,휴게음식점,편의점,제주특별자치도 제주시 연동 291-12,"제주특별자치도 제주시 삼무로9길 35, 1층 (연동)",33.4904938,126.4947067
19040,씨유제주천백도로점,휴게음식점,편의점,제주특별자치도 제주시 노형동 291-24,"제주특별자치도 제주시 주르레길 1, 1층 (노형동)",33.4500642,126.4860620
19041,진품꽈배기,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 304-39 로스터빌,"제주특별자치도 제주시 신대로 147, 101호 (연동, 로스터빌)",33.4841780,126.4967054
19042,세븐일레븐탑동광장점,휴게음식점,편의점,제주특별자치도 제주시 건입동 1319-10,"제주특별자치도 제주시 서부두길 10, 1층 (건입동)",33.5171721,126.5280410
19043,달리는커피제주일도점,휴게음식점,커피숍,제주특별자치도 제주시 일도이동 113-4 일도대림1차아파트,"제주특별자치도 제주시 태성로 33, 일도대림1차아파트 상가동 104호 (일도이동)",33.5002949,126.5493875
19044,피노엔키오,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 김녕리 5974,"제주특별자치도 제주시 구좌읍 일주동로 1853, 1층",33.5563820,126.7293553
19045,브라운아라점,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6113-10 재이빌,"제주특별자치도 제주시 인다3길 22, 재이빌 1층 (아라일동)",33.4756783,126.5492594
19046,더블유,휴게음식점,커피숍,제주특별자치도 제주시 우도면 연평리 1737-11,"제주특별자치도 제주시 우도면 우도로 4-3, 1층",33.4930412,126.9518681
19047,아녹,휴게음식점,커피숍,제주특별자치도 제주시 한경면 낙천리 2185,"제주특별자치도 제주시 한경면 낙조길 22, 1층",33.3232617,126.2242591
19048,세븐일레븐제주장전점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 장전리 1226-1,"제주특별자치도 제주시 애월읍 중산간서로 6132, 장전SKY빌 1층",33.4526869,126.3872313
19049,거문오름카페,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 선흘리 478 제주세계자연유산센터,"제주특별자치도 제주시 조천읍 선교로 569-36, 제주세계자연유산센터 지하1층",33.4568773,126.7142801
19050,랭커피씨제주삼무점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 260-15,"제주특별자치도 제주시 신광로 16, 지하1층 (연동)",33.4906871,126.4898989
19051,에이바우트스타디움,휴게음식점,커피숍,제주특별자치도 제주시 화북이동 3290-1,"제주특별자치도 제주시 거로남4길 57-15, 1~2층 (화북이동)",33.5049693,126.5643169
19052,크라우드피씨방제주삼무점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 260-15,"제주특별자치도 제주시 신광로 16, 1층 101호 (연동)",33.4906871,126.4898989
19053,주스바,휴게음식점,커피숍,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 6층 (노형동)",33.4852623,126.4814595
19054,드림카페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 3층 (노형동)",33.4852623,126.4814595
19055,드림와플,휴게음식점,커피숍,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 3층 (노형동)",33.4852623,126.4814595
19056,드림초콜릿,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 3층 (노형동)",33.4852623,126.4814595
19057,드림주스,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 3층 (노형동)",33.4852623,126.4814595
19058,시시소소,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 송당리 1352-2,"제주특별자치도 제주시 구좌읍 중산간동로 2247, 1층",33.4721100,126.7828050
19059,옛날찻집,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 함덕리 1002-100,"제주특별자치도 제주시 조천읍 함덕16길 6-6, 1층",33.5409518,126.6677708
19060,분식왕,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 하귀2리 1386-2,"제주특별자치도 제주시 애월읍 하귀로 64-1, 1층",33.4808330,126.4041586
19061,컴포즈커피제주이도점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2008-4,"제주특별자치도 제주시 구남동6길 6, 1층 (이도이동)",33.4887112,126.5383485
19062,테라피쉬,휴게음식점,커피숍,제주특별자치도 제주시 아라이동 34-9,"제주특별자치도 제주시 능선길 220, 1층 (아라이동)",33.4609646,126.5622534
19063,에이바우트커피에코그린빌15차점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 68-15,"제주특별자치도 제주시 연북로 704, 지하1층,지상1층 (이도이동)",33.4944135,126.5515068
19064,에이치앤케이푸드,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 2303-8,"제주특별자치도 제주시 도령북길 1, 1층 (연동)",33.4932219,126.4848352
19065,롯데쇼핑(주)롯데마트제주점,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 708 롯데마트,"제주특별자치도 제주시 연북로 1, 롯데마트 1층 (노형동)",33.4824320,126.4818509
19066,웨스트그라운드,휴게음식점,커피숍,제주특별자치도 제주시 한경면 두모리 568-1,"제주특별자치도 제주시 한경면 신한로 183-16, 1~2층",33.3391685,126.1964635
19067,수파서커스,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 월정리 33,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1층 106호",33.5546233,126.7983764
19068,세븐일레븐제주교래로드점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 교래리 489-3,"제주특별자치도 제주시 조천읍 비자림로 648, 1층",33.4363320,126.6765609
19069,더벤티제주아라점,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 6102,"제주특별자치도 제주시 아연로 600, 1층 (아라일동)",33.4773535,126.5431567
19070,지에스25오라중앙점,휴게음식점,편의점,제주특별자치도 제주시 오라이동 1498-2,"제주특별자치도 제주시 연사2길 30, 1층 (오라이동)",33.4864717,126.5128428
19071,커피빈제주애월DT점,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 신엄리 2728-1,"제주특별자치도 제주시 애월읍 애월해안로 560, 1~2층",33.4780912,126.3635614
19072,씨유제주삼무공원점,휴게음식점,편의점,제주특별자치도 제주시 연동 271-33,"제주특별자치도 제주시 삼무로3길 50, 1층 (연동)",33.4904277,126.4907057
